trip_id,start_time,end_time,start_station,end_station,user_type,distance_km,bike_type,temperature_c,rain_mm,trip_duration_min,day,day_type,month
1500,2024-04-08 13:00:00,2024-04-08 13:07:54,Fitzroy,Southbank,Subscriber,2.79,Standard,11.0,2.1,7.9,Monday,Weekday,4
1501,2024-03-04 13:00:00,2024-03-04 13:02:42,Fitzroy,Southbank,Subscriber,1.05,Electric,13.4,0.7,2.7,Monday,Weekday,3
1502,2024-03-09 14:00:00,2024-03-09 14:08:06,St Kilda,Docklands,Subscriber,2.09,Electric,20.3,2.1,8.1,Saturday,Weekend,3
1503,2024-01-01 13:00:00,2024-01-01 13:34:24,Docklands,Docklands,Subscriber,6.27,Electric,10.2,0.9,34.4,Monday,Weekday,1
1504,2024-07-10 15:00:00,2024-07-10 15:18:24,Richmond,Docklands,Casual,3.79,Standard,28.4,1.4,18.4,Wednesday,Weekday,7
1505,2024-04-04 22:00:00,2024-04-04 22:05:48,Southbank,Richmond,Casual,1.12,Electric,18.4,0.5,5.8,Thursday,Weekday,4
1506,2024-05-11 11:00:00,2024-05-11 11:08:30,Richmond,Docklands,Casual,2.69,Electric,15.7,4.4,8.5,Saturday,Weekend,5
1507,2024-12-12 17:00:00,2024-12-12 17:00:06,Southbank,Southbank,Subscriber,0.03,Standard,6.6,1.8,0.1,Thursday,Weekday,12
1508,2024-06-07 22:00:00,2024-06-07 22:11:00,Docklands,Fitzroy,Subscriber,4.29,Standard,18.9,6.5,11.0,Friday,Weekday,6
1509,2024-05-14 00:00:00,2024-05-14 00:01:24,Carlton,Fitzroy,Subscriber,0.28,Standard,18.3,2.4,1.4,Tuesday,Weekday,5
1510,2024-12-08 11:00:00,2024-12-08 11:04:42,Southbank,Docklands,Casual,1.87,Electric,10.1,1.6,4.7,Sunday,Weekend,12
1511,2024-03-29 01:00:00,2024-03-29 01:01:36,Richmond,Richmond,Casual,0.4,Electric,12.0,1.7,1.6,Friday,Weekday,3
1512,2024-06-30 12:00:00,2024-06-30 12:10:06,CBD Central,Carlton,Casual,3.89,Standard,28.3,1.9,10.1,Sunday,Weekend,6
1513,2024-08-18 23:00:00,2024-08-18 23:18:48,St Kilda,CBD Central,Subscriber,7.59,Electric,15.7,4.5,18.8,Sunday,Weekend,8
1514,2024-07-08 19:00:00,2024-07-08 19:02:36,St Kilda,St Kilda,Subscriber,1.08,Electric,18.3,1.2,2.6,Monday,Weekday,7
1515,2024-10-21 06:00:00,2024-10-21 06:15:48,Docklands,Richmond,Subscriber,5.81,Standard,21.3,1.2,15.8,Monday,Weekday,10
1516,2024-05-20 14:00:00,2024-05-20 14:09:12,Southbank,Carlton,Casual,1.77,Electric,17.1,2.2,9.2,Monday,Weekday,5
1517,2024-09-24 22:00:00,2024-09-24 22:24:00,Carlton,St Kilda,Casual,4.33,Standard,26.1,1.9,24.0,Tuesday,Weekday,9
1518,2024-05-24 10:00:00,2024-05-24 10:25:48,Southbank,Carlton,Casual,9.08,Standard,13.6,4.4,25.8,Friday,Weekday,5
1519,2024-05-08 09:00:00,2024-05-08 09:16:18,St Kilda,Carlton,Subscriber,6.37,Electric,15.4,0.5,16.3,Wednesday,Weekday,5
1520,2024-01-27 05:00:00,2024-01-27 05:07:06,Fitzroy,Fitzroy,Subscriber,1.47,Standard,15.5,0.7,7.1,Saturday,Weekend,1
1521,2024-01-12 05:00:00,2024-01-12 05:20:00,CBD Central,CBD Central,Subscriber,8.03,Electric,13.2,5.2,20.0,Friday,Weekday,1
1522,2024-08-26 12:00:00,2024-08-26 12:14:18,Docklands,Carlton,Subscriber,4.57,Electric,12.7,1.4,14.3,Monday,Weekday,8
1523,2024-09-02 17:00:00,2024-09-02 17:11:00,Fitzroy,Docklands,Subscriber,2.18,Standard,18.2,0.0,11.0,Monday,Weekday,9
1524,2024-05-23 00:00:00,2024-05-23 00:16:30,Richmond,St Kilda,Subscriber,3.44,Standard,26.1,2.9,16.5,Thursday,Weekday,5
1525,2024-09-18 12:00:00,2024-09-18 12:08:06,Carlton,Richmond,Casual,1.48,Electric,10.9,2.6,8.1,Wednesday,Weekday,9
1526,2024-09-02 15:00:00,2024-09-02 15:34:06,Fitzroy,Fitzroy,Casual,6.9,Standard,16.9,2.3,34.1,Monday,Weekday,9
1527,2024-10-23 11:00:00,2024-10-23 11:00:48,Richmond,St Kilda,Subscriber,0.28,Standard,22.6,0.2,0.8,Wednesday,Weekday,10
1528,2024-10-04 08:00:00,2024-10-04 08:33:00,Fitzroy,Docklands,Subscriber,7.3,Electric,29.9,0.5,33.0,Friday,Weekday,10
1529,2024-01-24 23:00:00,2024-01-24 23:01:18,Carlton,Docklands,Subscriber,0.4,Electric,23.6,4.1,1.3,Wednesday,Weekday,1
1530,2024-10-19 21:00:00,2024-10-19 21:08:48,Fitzroy,Carlton,Casual,3.05,Standard,16.8,2.4,8.8,Saturday,Weekend,10
1531,2024-09-11 03:00:00,2024-09-11 03:19:30,Docklands,Docklands,Subscriber,7.63,Electric,14.6,0.8,19.5,Wednesday,Weekday,9
1532,2024-05-13 00:00:00,2024-05-13 00:24:00,St Kilda,CBD Central,Subscriber,7.53,Electric,24.8,1.6,24.0,Monday,Weekday,5
1533,2024-05-12 10:00:00,2024-05-12 10:08:42,Southbank,Docklands,Casual,2.7,Electric,23.3,1.7,8.7,Sunday,Weekend,5
1534,2024-09-09 04:00:00,2024-09-09 04:14:06,Fitzroy,Carlton,Subscriber,5.57,Electric,18.1,1.0,14.1,Monday,Weekday,9
1535,2024-04-23 22:00:00,2024-04-23 22:08:42,Docklands,St Kilda,Subscriber,2.1,Standard,16.8,0.4,8.7,Tuesday,Weekday,4
1536,2024-09-11 20:00:00,2024-09-11 20:08:12,Southbank,Docklands,Casual,1.79,Standard,30.1,2.0,8.2,Wednesday,Weekday,9
1537,2024-05-28 16:00:00,2024-05-28 16:04:54,Richmond,Fitzroy,Casual,1.89,Standard,29.2,2.9,4.9,Tuesday,Weekday,5
1538,2024-04-01 19:00:00,2024-04-01 19:16:06,Southbank,Richmond,Casual,2.99,Standard,20.4,2.4,16.1,Monday,Weekday,4
1539,2024-02-27 22:00:00,2024-02-27 22:02:30,Richmond,Fitzroy,Subscriber,0.53,Electric,19.2,0.1,2.5,Tuesday,Weekday,2
1540,2024-03-13 14:00:00,2024-03-13 14:28:06,Fitzroy,Fitzroy,Subscriber,7.58,Electric,11.1,1.2,28.1,Wednesday,Weekday,3
1541,2024-03-21 05:00:00,2024-03-21 05:21:00,Docklands,St Kilda,Casual,5.39,Electric,18.3,2.9,21.0,Thursday,Weekday,3
1542,2024-01-26 19:00:00,2024-01-26 19:14:30,St Kilda,Southbank,Subscriber,4.96,Electric,25.2,4.7,14.5,Friday,Weekday,1
1543,2024-02-23 02:00:00,2024-02-23 02:17:06,Fitzroy,Richmond,Casual,3.25,Electric,6.4,0.3,17.1,Friday,Weekday,2
1544,2024-02-09 20:00:00,2024-02-09 20:31:18,Richmond,Fitzroy,Casual,8.96,Electric,21.6,0.5,31.3,Friday,Weekday,2
1545,2024-03-21 19:00:00,2024-03-21 19:05:36,Carlton,Fitzroy,Casual,2.06,Electric,22.1,1.1,5.6,Thursday,Weekday,3
1546,2024-06-13 17:00:00,2024-06-13 17:16:24,Southbank,Southbank,Subscriber,5.55,Standard,22.1,3.2,16.4,Thursday,Weekday,6
1547,2024-02-10 08:00:00,2024-02-10 08:14:42,Fitzroy,St Kilda,Subscriber,4.77,Standard,14.1,3.6,14.7,Saturday,Weekend,2
1548,2024-01-12 17:00:00,2024-01-12 17:08:00,Richmond,Richmond,Subscriber,1.82,Standard,16.1,0.4,8.0,Friday,Weekday,1
1549,2024-09-17 22:00:00,2024-09-17 22:05:30,Southbank,Fitzroy,Casual,1.46,Standard,14.3,0.8,5.5,Tuesday,Weekday,9
1550,2024-02-14 02:00:00,2024-02-14 02:17:42,Richmond,Carlton,Subscriber,3.75,Standard,29.9,1.5,17.7,Wednesday,Weekday,2
1551,2024-06-27 21:00:00,2024-06-27 21:17:42,Docklands,St Kilda,Subscriber,5.21,Electric,27.3,0.8,17.7,Thursday,Weekday,6
1552,2024-08-03 18:00:00,2024-08-03 18:08:24,CBD Central,Richmond,Subscriber,2.62,Electric,20.2,3.0,8.4,Saturday,Weekend,8
1553,2024-10-17 20:00:00,2024-10-17 20:02:54,Fitzroy,Fitzroy,Subscriber,0.95,Electric,18.2,1.2,2.9,Thursday,Weekday,10
1554,2024-02-21 05:00:00,2024-02-21 05:11:00,St Kilda,Fitzroy,Subscriber,4.23,Electric,18.0,1.1,11.0,Wednesday,Weekday,2
1555,2024-07-10 01:00:00,2024-07-10 01:22:12,Fitzroy,Southbank,Subscriber,4.05,Electric,16.1,2.8,22.2,Wednesday,Weekday,7
1556,2024-12-18 19:00:00,2024-12-18 19:09:54,Southbank,Richmond,Casual,2.62,Standard,6.7,1.7,9.9,Wednesday,Weekday,12
1557,2024-04-24 04:00:00,2024-04-24 04:00:30,Docklands,Carlton,Subscriber,0.17,Electric,18.2,0.9,0.5,Wednesday,Weekday,4
1558,2024-04-05 09:00:00,2024-04-05 09:15:06,Richmond,St Kilda,Subscriber,4.68,Standard,30.2,1.9,15.1,Friday,Weekday,4
1559,2024-02-21 15:00:00,2024-02-21 15:23:06,Carlton,Docklands,Casual,3.97,Electric,19.8,0.6,23.1,Wednesday,Weekday,2
1560,2024-08-11 18:00:00,2024-08-11 18:20:12,St Kilda,CBD Central,Casual,4.33,Standard,14.3,2.1,20.2,Sunday,Weekend,8
1561,2024-01-06 05:00:00,2024-01-06 05:15:36,Docklands,Carlton,Subscriber,5.89,Electric,19.6,1.9,15.6,Saturday,Weekend,1
1562,2024-11-07 09:00:00,2024-11-07 09:11:24,Fitzroy,Docklands,Subscriber,3.37,Electric,16.7,3.3,11.4,Thursday,Weekday,11
1563,2024-08-10 14:00:00,2024-08-10 14:05:00,Carlton,Carlton,Casual,1.34,Electric,12.0,1.0,5.0,Saturday,Weekend,8
1564,2024-11-02 07:00:00,2024-11-02 07:11:42,Docklands,Richmond,Subscriber,4.58,Standard,11.3,2.6,11.7,Saturday,Weekend,11
1565,2024-10-03 14:00:00,2024-10-03 14:23:12,CBD Central,Docklands,Subscriber,4.31,Electric,18.2,1.6,23.2,Thursday,Weekday,10
1566,2024-09-30 18:00:00,2024-09-30 18:02:30,St Kilda,Richmond,Subscriber,1.01,Electric,9.2,2.4,2.5,Monday,Weekday,9
1567,2024-05-15 09:00:00,2024-05-15 09:20:00,Southbank,Docklands,Subscriber,3.47,Standard,18.1,1.9,20.0,Wednesday,Weekday,5
1568,2024-11-12 11:00:00,2024-11-12 11:03:54,Docklands,Carlton,Subscriber,1.2,Electric,17.5,1.0,3.9,Tuesday,Weekday,11
1569,2024-09-19 06:00:00,2024-09-19 06:20:36,Docklands,Southbank,Casual,6.3,Electric,22.3,1.2,20.6,Thursday,Weekday,9
1570,2024-09-28 23:00:00,2024-09-28 23:07:24,CBD Central,Carlton,Casual,2.4,Electric,17.0,0.2,7.4,Saturday,Weekend,9
1571,2024-08-27 21:00:00,2024-08-27 21:07:18,Fitzroy,Richmond,Subscriber,1.27,Standard,11.7,0.2,7.3,Tuesday,Weekday,8
1572,2024-03-23 01:00:00,2024-03-23 01:06:00,Richmond,Carlton,Subscriber,1.79,Electric,18.9,0.4,6.0,Saturday,Weekend,3
1573,2024-02-07 03:00:00,2024-02-07 03:14:36,Richmond,Docklands,Subscriber,2.85,Standard,24.3,0.9,14.6,Wednesday,Weekday,2
1574,2024-07-05 06:00:00,2024-07-05 06:27:12,St Kilda,CBD Central,Subscriber,5.59,Standard,14.8,1.7,27.2,Friday,Weekday,7
1575,2024-10-25 23:00:00,2024-10-25 23:18:00,St Kilda,Docklands,Subscriber,3.97,Standard,27.6,1.3,18.0,Friday,Weekday,10
1576,2024-12-12 16:00:00,2024-12-12 16:06:12,Southbank,Fitzroy,Casual,1.99,Standard,18.7,0.8,6.2,Thursday,Weekday,12
1577,2024-10-10 20:00:00,2024-10-10 20:16:06,Docklands,Carlton,Casual,4.26,Electric,15.9,2.9,16.1,Thursday,Weekday,10
1578,2024-11-09 07:00:00,2024-11-09 07:15:12,Carlton,St Kilda,Subscriber,2.86,Standard,14.2,3.2,15.2,Saturday,Weekend,11
1579,2024-07-11 04:00:00,2024-07-11 04:16:06,Docklands,Carlton,Casual,3.84,Electric,19.2,4.2,16.1,Thursday,Weekday,7
1580,2024-02-19 22:00:00,2024-02-19 22:02:42,Richmond,Southbank,Subscriber,0.51,Electric,17.4,1.1,2.7,Monday,Weekday,2
1581,2024-08-06 06:00:00,2024-08-06 06:06:24,Southbank,Richmond,Subscriber,2.14,Electric,10.3,0.5,6.4,Tuesday,Weekday,8
1582,2024-09-10 17:00:00,2024-09-10 17:02:30,Docklands,St Kilda,Subscriber,0.78,Standard,27.6,1.4,2.5,Tuesday,Weekday,9
1583,2024-09-17 17:00:00,2024-09-17 17:05:48,CBD Central,Docklands,Casual,1.57,Electric,16.0,0.4,5.8,Tuesday,Weekday,9
1584,2024-11-17 01:00:00,2024-11-17 01:08:06,Richmond,Southbank,Casual,3.23,Electric,27.5,1.5,8.1,Sunday,Weekend,11
1585,2024-06-03 23:00:00,2024-06-03 23:17:12,Docklands,Carlton,Casual,5.11,Standard,11.5,2.3,17.2,Monday,Weekday,6
1586,2024-01-13 14:00:00,2024-01-13 14:16:30,Docklands,Docklands,Subscriber,6.42,Electric,23.8,1.7,16.5,Saturday,Weekend,1
1587,2024-02-11 02:00:00,2024-02-11 02:21:00,Richmond,Docklands,Subscriber,6.55,Standard,26.1,1.2,21.0,Sunday,Weekend,2
1588,2024-07-04 00:00:00,2024-07-04 00:17:18,Carlton,Fitzroy,Subscriber,4.52,Standard,25.6,2.8,17.3,Thursday,Weekday,7
1589,2024-07-23 13:00:00,2024-07-23 13:10:24,Richmond,Fitzroy,Subscriber,3.12,Electric,20.4,4.9,10.4,Tuesday,Weekday,7
1590,2024-05-08 00:00:00,2024-05-08 00:17:00,CBD Central,CBD Central,Subscriber,3.48,Standard,24.0,0.1,17.0,Wednesday,Weekday,5
1591,2024-05-10 04:00:00,2024-05-10 04:07:06,CBD Central,Fitzroy,Casual,2.39,Electric,20.8,2.2,7.1,Friday,Weekday,5
1592,2024-12-04 13:00:00,2024-12-04 13:14:06,Docklands,Richmond,Casual,5.81,Standard,11.8,1.1,14.1,Wednesday,Weekday,12
1593,2024-05-17 03:00:00,2024-05-17 03:37:42,St Kilda,St Kilda,Subscriber,8.62,Electric,20.5,0.2,37.7,Friday,Weekday,5
1594,2024-06-17 01:00:00,2024-06-17 01:32:12,Carlton,Docklands,Subscriber,7.96,Standard,11.5,0.1,32.2,Monday,Weekday,6
1595,2024-07-31 17:00:00,2024-07-31 17:14:00,Docklands,Fitzroy,Subscriber,3.76,Standard,10.6,0.7,14.0,Wednesday,Weekday,7
1596,2024-01-30 07:00:00,2024-01-30 07:06:42,Richmond,CBD Central,Casual,1.94,Electric,19.7,4.6,6.7,Tuesday,Weekday,1
1597,2024-12-04 21:00:00,2024-12-04 21:13:54,Docklands,Carlton,Casual,4.83,Electric,14.5,3.4,13.9,Wednesday,Weekday,12
1598,2024-01-24 22:00:00,2024-01-24 22:09:00,Southbank,St Kilda,Casual,1.8,Electric,27.5,0.3,9.0,Wednesday,Weekday,1
1599,2024-08-25 16:00:00,2024-08-25 16:13:48,Southbank,Fitzroy,Subscriber,3.35,Electric,28.1,2.6,13.8,Sunday,Weekend,8
1600,2024-11-23 00:00:00,2024-11-23 00:08:18,St Kilda,Docklands,Subscriber,2.51,Standard,34.4,0.4,8.3,Saturday,Weekend,11
1601,2024-08-05 00:00:00,2024-08-05 00:14:36,Carlton,Carlton,Casual,4.59,Electric,9.8,0.2,14.6,Monday,Weekday,8
1602,2024-10-15 12:00:00,2024-10-15 12:12:30,Fitzroy,Richmond,Casual,3.76,Electric,11.2,4.1,12.5,Tuesday,Weekday,10
1603,2024-06-08 12:00:00,2024-06-08 12:08:42,Southbank,Docklands,Subscriber,2.4,Electric,23.2,5.5,8.7,Saturday,Weekend,6
1604,2024-05-14 14:00:00,2024-05-14 14:36:42,Fitzroy,Carlton,Subscriber,12.64,Standard,16.1,2.3,36.7,Tuesday,Weekday,5
1605,2024-01-21 08:00:00,2024-01-21 08:04:48,CBD Central,Richmond,Subscriber,1.04,Electric,13.7,1.6,4.8,Sunday,Weekend,1
1606,2024-10-23 10:00:00,2024-10-23 10:08:18,Southbank,Richmond,Casual,1.98,Electric,15.7,2.3,8.3,Wednesday,Weekday,10
1607,2024-05-12 05:00:00,2024-05-12 05:15:42,Southbank,St Kilda,Casual,4.35,Electric,17.6,1.0,15.7,Sunday,Weekend,5
1608,2024-03-10 11:00:00,2024-03-10 11:21:00,Carlton,Docklands,Casual,7.16,Standard,22.0,1.8,21.0,Sunday,Weekend,3
1609,2024-06-20 10:00:00,2024-06-20 10:34:06,St Kilda,Fitzroy,Subscriber,6.38,Electric,7.1,0.7,34.1,Thursday,Weekday,6
1610,2024-05-28 01:00:00,2024-05-28 01:06:36,Fitzroy,Fitzroy,Subscriber,1.3,Electric,20.4,2.8,6.6,Tuesday,Weekday,5
1611,2024-11-19 09:00:00,2024-11-19 09:26:24,Richmond,CBD Central,Subscriber,9.55,Standard,16.8,0.8,26.4,Tuesday,Weekday,11
1612,2024-02-11 16:00:00,2024-02-11 16:20:12,Southbank,Carlton,Casual,4.68,Electric,13.2,2.6,20.2,Sunday,Weekend,2
1613,2024-02-27 20:00:00,2024-02-27 20:08:36,Southbank,CBD Central,Subscriber,3.52,Electric,26.3,3.5,8.6,Tuesday,Weekday,2
1614,2024-08-15 02:00:00,2024-08-15 02:09:36,Carlton,Southbank,Casual,3.91,Standard,15.4,3.2,9.6,Thursday,Weekday,8
1615,2024-06-03 16:00:00,2024-06-03 16:36:54,Carlton,Fitzroy,Subscriber,12.49,Standard,15.9,1.1,36.9,Monday,Weekday,6
1616,2024-02-26 23:00:00,2024-02-26 23:24:24,St Kilda,Carlton,Casual,8.45,Standard,16.3,3.0,24.4,Monday,Weekday,2
1617,2024-12-07 05:00:00,2024-12-07 05:04:24,Fitzroy,St Kilda,Casual,1.44,Standard,27.4,2.5,4.4,Saturday,Weekend,12
1618,2024-01-19 22:00:00,2024-01-19 22:15:30,CBD Central,CBD Central,Subscriber,3.26,Standard,18.7,1.4,15.5,Friday,Weekday,1
1619,2024-04-25 12:00:00,2024-04-25 12:21:18,Richmond,St Kilda,Casual,6.21,Standard,17.6,2.4,21.3,Thursday,Weekday,4
1620,2024-06-04 06:00:00,2024-06-04 06:27:12,St Kilda,St Kilda,Subscriber,9.93,Standard,23.3,2.3,27.2,Tuesday,Weekday,6
1621,2024-10-28 08:00:00,2024-10-28 08:06:12,CBD Central,St Kilda,Subscriber,2.25,Electric,4.6,1.1,6.2,Monday,Weekday,10
1622,2024-07-19 06:00:00,2024-07-19 06:08:24,Docklands,CBD Central,Subscriber,3.29,Electric,19.2,1.6,8.4,Friday,Weekday,7
1623,2024-04-01 06:00:00,2024-04-01 06:10:12,Southbank,Southbank,Casual,4.01,Electric,19.3,4.4,10.2,Monday,Weekday,4
1624,2024-04-29 19:00:00,2024-04-29 19:46:30,Fitzroy,Richmond,Casual,10.8,Electric,23.0,4.1,46.5,Monday,Weekday,4
1625,2024-08-21 00:00:00,2024-08-21 00:11:42,St Kilda,Richmond,Subscriber,4.07,Standard,19.8,0.8,11.7,Wednesday,Weekday,8
1626,2024-03-01 00:00:00,2024-03-01 00:09:30,Southbank,CBD Central,Casual,3.12,Electric,11.2,2.3,9.5,Friday,Weekday,3
1627,2024-09-09 11:00:00,2024-09-09 11:09:24,Fitzroy,Richmond,Casual,3.63,Standard,8.0,4.6,9.4,Monday,Weekday,9
1628,2024-10-19 02:00:00,2024-10-19 02:32:24,Fitzroy,Docklands,Casual,6.89,Electric,21.8,1.7,32.4,Saturday,Weekend,10
1629,2024-10-23 13:00:00,2024-10-23 13:03:00,Fitzroy,Richmond,Subscriber,1.05,Standard,15.1,1.7,3.0,Wednesday,Weekday,10
1630,2024-05-04 13:00:00,2024-05-04 13:31:06,Southbank,Fitzroy,Subscriber,8.47,Standard,16.0,1.4,31.1,Saturday,Weekend,5
1631,2024-09-16 12:00:00,2024-09-16 12:08:24,St Kilda,CBD Central,Casual,2.24,Standard,12.9,2.4,8.4,Monday,Weekday,9
1632,2024-09-26 15:00:00,2024-09-26 15:19:36,Richmond,Richmond,Subscriber,3.45,Electric,18.1,4.1,19.6,Thursday,Weekday,9
1633,2024-04-29 07:00:00,2024-04-29 07:04:42,Carlton,CBD Central,Subscriber,1.93,Standard,17.6,1.6,4.7,Monday,Weekday,4
1634,2024-02-19 01:00:00,2024-02-19 01:06:18,Southbank,Southbank,Casual,2.13,Standard,10.7,0.5,6.3,Monday,Weekday,2
1635,2024-07-17 08:00:00,2024-07-17 08:23:54,Fitzroy,Docklands,Subscriber,7.5,Standard,22.6,2.1,23.9,Wednesday,Weekday,7
1636,2024-01-01 11:00:00,2024-01-01 11:11:06,St Kilda,CBD Central,Casual,2.54,Electric,13.7,1.2,11.1,Monday,Weekday,1
1637,2024-08-06 20:00:00,2024-08-06 20:18:24,Richmond,Fitzroy,Subscriber,6.09,Electric,26.6,0.1,18.4,Tuesday,Weekday,8
1638,2024-07-02 07:00:00,2024-07-02 07:15:00,Docklands,Richmond,Casual,6.06,Electric,19.3,1.1,15.0,Tuesday,Weekday,7
1639,2024-12-09 02:00:00,2024-12-09 02:23:36,CBD Central,Fitzroy,Subscriber,4.9,Electric,17.5,2.6,23.6,Monday,Weekday,12
1640,2024-08-14 21:00:00,2024-08-14 21:15:42,Fitzroy,Richmond,Subscriber,6.49,Electric,8.9,4.3,15.7,Wednesday,Weekday,8
1641,2024-09-30 18:00:00,2024-09-30 18:06:30,Docklands,CBD Central,Subscriber,1.78,Standard,21.2,3.7,6.5,Monday,Weekday,9
1642,2024-12-08 04:00:00,2024-12-08 04:00:36,Carlton,St Kilda,Casual,0.23,Standard,17.8,3.3,0.6,Sunday,Weekend,12
1643,2024-01-17 22:00:00,2024-01-17 22:09:00,Richmond,Richmond,Casual,2.91,Electric,19.0,3.7,9.0,Wednesday,Weekday,1
1644,2024-07-03 15:00:00,2024-07-03 15:23:42,Richmond,St Kilda,Subscriber,5.88,Electric,25.9,2.7,23.7,Wednesday,Weekday,7
1645,2024-08-06 11:00:00,2024-08-06 11:55:54,Fitzroy,Docklands,Subscriber,14.54,Electric,23.2,1.7,55.9,Tuesday,Weekday,8
1646,2024-09-29 14:00:00,2024-09-29 14:20:48,Richmond,Fitzroy,Subscriber,4.97,Electric,24.7,0.5,20.8,Sunday,Weekend,9
1647,2024-10-16 00:00:00,2024-10-16 00:21:36,Docklands,St Kilda,Subscriber,5.4,Electric,3.5,1.6,21.6,Wednesday,Weekday,10
1648,2024-06-21 18:00:00,2024-06-21 18:10:48,Fitzroy,Fitzroy,Casual,3.55,Electric,16.7,1.8,10.8,Friday,Weekday,6
1649,2024-01-06 20:00:00,2024-01-06 20:32:36,Southbank,Richmond,Subscriber,5.57,Electric,8.4,0.5,32.6,Saturday,Weekend,1
1650,2024-07-22 10:00:00,2024-07-22 10:08:06,St Kilda,Richmond,Subscriber,3.3,Standard,20.8,1.6,8.1,Monday,Weekday,7
1651,2024-09-07 12:00:00,2024-09-07 12:03:48,Docklands,Docklands,Casual,1.37,Standard,6.7,1.6,3.8,Saturday,Weekend,9
1652,2024-02-10 03:00:00,2024-02-10 03:18:18,St Kilda,Richmond,Casual,7.37,Electric,24.3,0.2,18.3,Saturday,Weekend,2
1653,2024-10-24 23:00:00,2024-10-24 23:18:30,Southbank,Docklands,Casual,6.41,Standard,27.4,1.9,18.5,Thursday,Weekday,10
1654,2024-12-22 20:00:00,2024-12-22 20:16:36,Southbank,St Kilda,Subscriber,4.75,Standard,16.9,0.4,16.6,Sunday,Weekend,12
1655,2024-05-30 10:00:00,2024-05-30 10:10:12,St Kilda,Richmond,Subscriber,2.18,Electric,20.1,1.0,10.2,Thursday,Weekday,5
1656,2024-10-14 06:00:00,2024-10-14 06:13:12,Docklands,CBD Central,Subscriber,3.9,Electric,27.3,1.9,13.2,Monday,Weekday,10
1657,2024-10-31 15:00:00,2024-10-31 15:05:06,St Kilda,Carlton,Subscriber,1.76,Electric,30.5,2.9,5.1,Thursday,Weekday,10
1658,2024-01-05 09:00:00,2024-01-05 09:06:24,St Kilda,Southbank,Casual,2.42,Electric,28.1,0.9,6.4,Friday,Weekday,1
1659,2024-08-18 19:00:00,2024-08-18 19:19:00,CBD Central,Carlton,Casual,4.7,Standard,21.2,0.7,19.0,Sunday,Weekend,8
1660,2024-10-09 19:00:00,2024-10-09 19:12:36,Docklands,Carlton,Subscriber,3.72,Electric,27.7,0.2,12.6,Wednesday,Weekday,10
1661,2024-03-30 01:00:00,2024-03-30 01:04:00,CBD Central,Fitzroy,Subscriber,1.28,Electric,12.2,1.4,4.0,Saturday,Weekend,3
1662,2024-07-04 05:00:00,2024-07-04 05:19:42,Fitzroy,Docklands,Subscriber,6.17,Electric,13.9,3.4,19.7,Thursday,Weekday,7
1663,2024-05-27 02:00:00,2024-05-27 03:01:36,Richmond,Fitzroy,Subscriber,11.08,Electric,23.6,0.6,61.6,Monday,Weekday,5
1664,2024-02-23 14:00:00,2024-02-23 14:08:18,St Kilda,St Kilda,Subscriber,2.38,Standard,18.2,2.4,8.3,Friday,Weekday,2
1665,2024-10-20 20:00:00,2024-10-20 20:17:36,Fitzroy,Southbank,Subscriber,6.48,Standard,22.0,1.9,17.6,Sunday,Weekend,10
1666,2024-06-01 06:00:00,2024-06-01 06:08:30,Docklands,St Kilda,Subscriber,3.13,Electric,23.5,3.9,8.5,Saturday,Weekend,6
1667,2024-10-22 22:00:00,2024-10-22 22:29:00,St Kilda,CBD Central,Subscriber,8.51,Electric,23.6,2.1,29.0,Tuesday,Weekday,10
1668,2024-04-08 07:00:00,2024-04-08 07:12:42,Richmond,Southbank,Subscriber,5.16,Standard,6.9,0.5,12.7,Monday,Weekday,4
1669,2024-12-03 17:00:00,2024-12-03 17:05:54,Fitzroy,Fitzroy,Subscriber,2.21,Electric,22.1,1.3,5.9,Tuesday,Weekday,12
1670,2024-12-25 20:00:00,2024-12-25 20:31:12,Carlton,Richmond,Subscriber,10.94,Electric,14.2,1.6,31.2,Wednesday,Weekday,12
1671,2024-09-25 09:00:00,2024-09-25 09:19:18,Southbank,Richmond,Casual,5.69,Electric,19.5,2.9,19.3,Wednesday,Weekday,9
1672,2024-07-29 07:00:00,2024-07-29 07:15:36,St Kilda,Fitzroy,Subscriber,4.89,Electric,15.3,0.2,15.6,Monday,Weekday,7
1673,2024-12-08 19:00:00,2024-12-08 19:06:18,Richmond,St Kilda,Subscriber,1.4,Electric,15.5,4.6,6.3,Sunday,Weekend,12
1674,2024-08-04 19:00:00,2024-08-04 19:08:24,Southbank,Fitzroy,Subscriber,2.53,Electric,14.3,0.7,8.4,Sunday,Weekend,8
1675,2024-03-15 22:00:00,2024-03-15 22:31:00,CBD Central,Fitzroy,Casual,9.23,Electric,22.6,0.2,31.0,Friday,Weekday,3
1676,2024-08-08 11:00:00,2024-08-08 11:20:48,Fitzroy,Carlton,Subscriber,4.52,Standard,17.0,2.1,20.8,Thursday,Weekday,8
1677,2024-08-16 23:00:00,2024-08-16 23:12:54,CBD Central,CBD Central,Subscriber,5.22,Standard,16.5,1.3,12.9,Friday,Weekday,8
1678,2024-09-18 20:00:00,2024-09-18 20:23:42,Richmond,Richmond,Subscriber,5.4,Standard,16.0,5.6,23.7,Wednesday,Weekday,9
